title,author_name,image_url,num_pages,average_rating,text_reviews_count,description,5_star_rating_counts,4_star_rating_counts,3_star_rating_counts,2_star_rating_counts,1_star_rating_counts,total_rating_counts,genres
The Lord of the Rings,J.R.R. Tolkien,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1137,4.5,11882,Classics in the genre JRR Tolkiens definitive threebook epic the Lord of the Rings encompassing The Fellowship of the Ring The Two Towers and The Return of the King and its charming precursor The Hobbit That many if not most fantasy works are in some way derivative of Tolkien is understood but the influence of the Lord of the Rings is so universal that everybody from George Lucas to Led Zeppelin has appropriated it for one purpose or another Not just revolutionary because it was groundbreaking the Lord of the Rings is timeless because its the product of a truly topshelf mind Tolkien was a distinguished linguist and Oxford scholar of dead languages with strong ideas about the importance of myth and story and a deep appreciation of nature His epic 10 years in the making recounts the Great War of the Ring and the closing of MiddleEarths Third Age a time when magic begins to fade from the world and men rise to dominance Tolkien carefully details this transition with tremendous skill and love creating in the Lord of the Rings a universal and allembracing tale a justly celebrated classic Paul Hughes,382112,135628,46986,12435,6838,583999,"favorite-books, all-time-favorites, 1001-books-to-read-before-you-die, faves, unfinished, fantasy-scifi, childhood, classic-literature, audiobooks, childrens, novels, modern-classics, fantasy-sci-fi, british-literature, novel, favorites, fiction-fantasy, favorite, on-hold, bookshelf, to-read, adult, library, my-library, default, owned, 20th-century, ebook, great-american-read, must-read, adult-fiction, currently-reading, fiction, english-literature, fantasia, fantasía, young-adult, science-fiction-fantasy, series, favourite-books, lord-of-the-rings, ya, read-more-than-once, jrr-tolkien, magic, speculative-fiction, classics, favourites, personal-library, adventure, sci-fi, favourite, have, epic, british, science-fiction, reread, sci-fi-and-fantasy, my-favorites, 1001-books, audiobook, fantasy-science-fiction, home-library, to-reread, epic-fantasy, shelfari-favorites, j-r-r-tolkien, scifi-fantasy, tbr, books, books-i-own, on-my-shelf, my-books, owned-books, my-bookshelf, fantasy-fiction, dnf, tolkien, to-re-read, ebooks, re-read, high-fantasy, to-buy, 100-books-to-read-before-you-die, abandoned, did-not-finish, kindle, english, 1001, finished, middle-earth, all-time-favourites, fantasy, 5-stars, classic, i-own, mythology, sci-fi-fantasy, own-it, literature"
The Lord of the Rings,J.R.R. Tolkien,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566425108l/33._SX98_.jpg,1216,4.5,11882,One Ring to rule them all One Ring to find them One Ring to bring them all and in the darkness bind themIn ancient times the Rings of Power were crafted by the Elvensmiths and Sauron the Dark Lord forged the One Ring filling it with his own power so that he could rule all others But the One Ring was taken from him and though he sought it throughout Middleearth it remained lost to him After many ages it fell by chance into the hands of the hobbit Bilbo BagginsFrom Saurons fastness in the Dark Tower of Mordor his power spread far and wide Sauron gathered all the Great Rings to him but always he searched for the One Ring that would complete his dominionWhen Bilbo reached his eleventyfirst birthday he disappeared bequeathing to his young cousin Frodo the Ruling Ring and a perilous quest to journey across Middleearth deep into the shadow of the Dark Lord and destroy the Ring by casting it into the Cracks of DoomThe Lord of the Rings tells of the great quest undertaken by Frodo and the Fellowship of the Ring Gandalf the Wizard the hobbits Merry Pippin and Sam Gimli the Dwarf Legolas the Elf Boromir of Gondor and a tall mysterious stranger called Strider,382112,135628,46986,12435,6838,583999,"favorite-books, all-time-favorites, 1001-books-to-read-before-you-die, faves, unfinished, fantasy-scifi, childhood, classic-literature, audiobooks, childrens, novels, modern-classics, fantasy-sci-fi, british-literature, novel, favorites, fiction-fantasy, favorite, on-hold, bookshelf, to-read, adult, library, my-library, default, owned, 20th-century, ebook, great-american-read, must-read, adult-fiction, currently-reading, fiction, english-literature, fantasia, fantasía, young-adult, science-fiction-fantasy, series, favourite-books, lord-of-the-rings, ya, read-more-than-once, jrr-tolkien, magic, speculative-fiction, classics, favourites, personal-library, adventure, sci-fi, favourite, have, epic, british, science-fiction, reread, sci-fi-and-fantasy, my-favorites, 1001-books, audiobook, fantasy-science-fiction, home-library, to-reread, epic-fantasy, shelfari-favorites, j-r-r-tolkien, scifi-fantasy, tbr, books, books-i-own, on-my-shelf, my-books, owned-books, my-bookshelf, fantasy-fiction, dnf, tolkien, to-re-read, ebooks, re-read, high-fantasy, to-buy, 100-books-to-read-before-you-die, abandoned, did-not-finish, kindle, english, 1001, finished, middle-earth, all-time-favourites, fantasy, 5-stars, classic, i-own, mythology, sci-fi-fantasy, own-it, literature"
The Fellowship of the Ring The Lord of the Rings 1,J.R.R. Tolkien,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339l/34._SX98_.jpg,398,4.37,24065,Alternate Cover Edition ISBN 0618260269 copyright page ISBN is 0618346252 different from back coverOne Ring to rule them all One Ring to find them One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elvensmiths and Sauron The Dark Lord forged the One Ring filling it with his own power so that he could rule all others But the One Ring was taken from him and though he sought it throughout Middleearth it remained lost to him After many ages it fell into the hands of Bilbo Baggins as told in The HobbitIn a sleepy village in the Shire young Frodo Baggins finds himself faced with an immense task as his elderly cousin Bilbo entrusts the Ring to his care Frodo must leave his home and make a perilous journey across Middleearth to the Cracks of Doom there to destroy the Ring and foil the Dark Lord in his evil purposeback cover,1419481,630314,249976,68985,48966,2417722,"sff, favorite-books, all-time-favorites, unfinished, fantasy-scifi, childhood, classic-literature, audiobooks, novels, modern-classics, fantasy-sci-fi, british-literature, genre-fantasy, novel, favorites, fiction-fantasy, favorite, owned-tbr, on-hold, bookshelf, to-read, the-lord-of-the-rings, adult, library, my-library, default, owned, 20th-century, ebook, physical-tbr, adult-fiction, currently-reading, fiction, fantasia, fantasía, young-adult, science-fiction-fantasy, series, lord-of-the-rings, ya, lotr, jrr-tolkien, read-more-than-once, magic, speculative-fiction, classics, favourites, personal-library, paperback, adventure, sci-fi, audio-books, have, epic, british, science-fiction, reread, sci-fi-and-fantasy, my-favorites, 1001-books, audiobook, rory-gilmore-reading-challenge, adult-fantasy, home-library, to-reread, epic-fantasy, j-r-r-tolkien, scifi-fantasy, tbr, audio, books, audible, books-i-own, on-my-shelf, my-books, owned-books, my-bookshelf, re-reads, fantasy-fiction, dnf, tolkien, to-re-read, re-read, high-fantasy, to-buy, elves, abandoned, did-not-finish, kindle, english, kindle-unlimited, middle-earth, fantasy, read-in-2020, 5-stars, classic, i-own, sci-fi-fantasy, own-it, literature"
The Lord of the Rings The Lord of the Rings 13,J.R.R. Tolkien,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411371881l/35._SX98_.jpg,1216,4.5,11882,Celebrated Tolkien illustrator Alan Lee a conceptual designer for the blockbuster films based on The Lord of the Rings contributes 50 beautiful fullpage fullcolor paintings to this elegant threevolume editionOne Ring to rule them all One Ring to find them One Ring to bring them all and in the darkness bind them In ancient times the Rings of Power were crafted by the Elvensmiths and Sauron The Dark Lord forged the One Ring filling it with his own power so that he could rule all others But the One Ring was taken from him and though he sought it throughout Middleearth it remained lost to him After many ages it fell by chance into the hands of the hobbit Bilbo Baggins From his fastness in the Dark Tower of Mordor Saurons power spread far and wide He gathered all the Great Rings to him but ever he searched far and wide for the One Ring that would complete his dominion On his eleventyfirst birthday Bilbo disappeared bequeathing to his young cousin Frodo the Ruling Ring and a perilous quest to journey across Middleearth deep into the shadow of the Dark Lord and destroy the Ring by casting it into the Cracks of Doom The Lord of the Rings tells of the great quest undertaken by Frodo and the Fellowship of the Ring Gandalf the Wizard Merry Pippin and Sam Gimli the Dwarf Legolas the Elf Boromir of Gondor and a tall mysterious stranger called Strider Saga of a group heroes who set forth to save their world from evil A brotherhood of hobbits elves dwarves and people is formed to combat evil forces Tolkien drew on his extensive knowledge of folklore and the classics to create the worlds and creatures described in the trilogy which includes The Fellowship of the Ring The Two Towers and The Return of the King,382112,135628,46986,12435,6838,583999,"favorite-books, all-time-favorites, 1001-books-to-read-before-you-die, faves, unfinished, fantasy-scifi, childhood, classic-literature, audiobooks, childrens, novels, modern-classics, fantasy-sci-fi, british-literature, novel, favorites, fiction-fantasy, favorite, on-hold, bookshelf, to-read, adult, library, my-library, default, owned, 20th-century, ebook, great-american-read, must-read, adult-fiction, currently-reading, fiction, english-literature, fantasia, fantasía, young-adult, science-fiction-fantasy, series, favourite-books, lord-of-the-rings, ya, read-more-than-once, jrr-tolkien, magic, speculative-fiction, classics, favourites, personal-library, adventure, sci-fi, favourite, have, epic, british, science-fiction, reread, sci-fi-and-fantasy, my-favorites, 1001-books, audiobook, fantasy-science-fiction, home-library, to-reread, epic-fantasy, shelfari-favorites, j-r-r-tolkien, scifi-fantasy, tbr, books, books-i-own, on-my-shelf, my-books, owned-books, my-bookshelf, fantasy-fiction, dnf, tolkien, to-re-read, ebooks, re-read, high-fantasy, to-buy, 100-books-to-read-before-you-die, abandoned, did-not-finish, kindle, english, 1001, finished, middle-earth, all-time-favourites, fantasy, 5-stars, classic, i-own, mythology, sci-fi-fantasy, own-it, literature"
The Lord of the Rings Weapons and Warfare,Chris   Smith,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,218,4.58,63,Lavishly illustrated with 1000 photos paintings maps sculptures and sketches most appearing here for the first time Weapons and Warfare is an indispensable chronicle of The Lord of the Rings many creatures warriors armies and battlegrounds From the graceful and proficient Elves to the horrendous war machines of the Dark Lord each cultures approach to warfare is explained how they fought why they were fighting what armor they wore and what weapons they used against their enemies Now you can get as close to a marauding Orc as you could ever wish without suffering the consequencesTreating the filmmakers notes designs and props as a true archive Weapons and Warfare describes in detail every major conflict depicted in the film trilogy from The Last Alliance of Elves and Men to the climactic Battle of the Pelennor Fields each accompanied by a battle diagram from the films chief designersArmed with a wealth of fascinating facts and unique imagery and with an exclusive foreword by Christopher Lee and an introduction by the Academy Award winner Richard Taylor Weapons and Warfare promises to be the most striking companion to The Lord of the Rings movie trilogy published to date,23622,5847,2279,455,524,32727,"the-lord-of-the-rings, adult, in-english, library, tolkien, my-library, classics, art, wanted, personal-library, re-read, default, owned, high-fantasy, fantasy-high, adventure, interest, sci-fi, to-buy, photography, male-authors, media-tie-in, currently-reading, fiction, guide-books, art-books, fantasía, 2004, non-fiction, home-library, arda, tie-ins, gifts, tolkien-related, reference-books, j-r-r-tolkien, larp, scifi-fantasy, it-wikipedia, lord, science-fiction-fantasy, bookshelf, nonfiction, film, read-fantasy, movie, middle-earth, book-scan-project, books-i-own, books, to-read-fantasy, movie-books, fantasy, reference, favorites, on-my-shelf, movies, my-books, other, lord-of-the-rings, war, movies-tv, owned-books, i-own, owned-read, sci-fi-fantasy, wish-list, lotr, on-the-shelf, research, tolkien-middle-earth, to-read"
The Lord of the Rings Complete Visual Companion,Jude Fisher,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,224,4.51,6,The official fully authorized fullcolor guide to the characters places and landscapes of JRR Tolkiens Middleearth as depicted in The Lord of the Rings movie trilogyFully illustrated with almost 300 color photographs including stunning new images from the extended directors versions of The Fellowship of the Ring and The Two Towers and exclusive firstlook shots from The Return of the King this Complete Visual Companion now tells the whole tale of The Lord of the Rings in sumptuous detailThe many characters creatures and strange lands of Middleearth encountered by the Fellowship of the Ring in their epic journey are here brought to life from the magical Elven realms of Rivendell and Lothlorien to the abandoned Dwarven kingdom of Moria from the wizard Sarumans stronghold at Isengard to the land of the Horselords Rohan from their lastditch fortress at Helms Deep to Minas Tirith the citykingdom of the proud Men of Gondor from the haunted Paths of the Dead to the battlefields of Pelennor and the overrun city of Osgiliath from Cirith Ungol and the Nazguls tower of sorcery at Minas Morgul into the very heart of Mordor Along the way our heroes will encounter Elves and Ents Urukhai and Orcs Trolls and Haradrim on their towering warelephants the mumakil The Companion introduces readers to the monstrous Shelob the spider to the Corsairs of Umbar and to that pitiful but deadly creature GollumThis omnibus edition also includes brandnew sections appearing in print for the first time which take the story of the quest of the Fellowship beyond Mount Doom all the way to the hearbreaking finale at the Grey Havens,258,84,30,10,4,386,"books-i-own, fantasy, tolkien, middle-earth, reference, currently-reading, movies, default, owned, movie-companions, nonfiction, film, non-fiction, to-read"
The Lord of the Rings Box Set,J.R.R. Tolkien,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1223,4.5,11882,A threevolume boxed set edition of J R R Tolkiens epic The Lord of the Rings featuring film act on the cover The set includes The Fellowship of the Ring The Two Towers and The Return of the KingIn ancient times the Rings of Power were crafted by the Elvensmiths and Sauron The Dark Lord forged the One Ring filling it with his own power so that he could rule all others But the One Ring was taken from him and though he sought it throughout Middleearth still it remained lost to him After many ages it fell by chance into the hands of the hobbit Bilbo BagginsFrom his fastness in the Dark Tower of Mordor Saurons power spread far and wide He gathered all the Great Rings to him but ever he searched far and wide for the One Ring that would complete his dominionOn his eleventyfirst birthday Bilbo disappeared bequeathing to his young cousin Frodo the Ruling Ring and a perilous quest to journey across Middleearth deep into the shadow of the Dark Lord and destroy the Ring by casting it into the Cracks of DoomThe Lord of the Rings tells of the great quest undertaken by Frodo and the Fellowship of the Ring Gandalf the wizard Merry Pippin and Sam Gimli the Dwarf Legolas the Elf Boromir of Gondor and a tall mysterious stranger called StriderSaga of a group heroes who set forth to save their world from evil A brotherhood of hobbits elves dwarves and people is formed to combat evil forces Tolkien drew on his extensive knowledge of folklore and the classics to create the worlds and creatures described in the trilogy which includes The Fellowship of the Ring The Two Towers and The Return of the King,382112,135628,46986,12435,6838,583999,"favorite-books, all-time-favorites, 1001-books-to-read-before-you-die, faves, unfinished, fantasy-scifi, childhood, classic-literature, audiobooks, childrens, novels, modern-classics, fantasy-sci-fi, british-literature, novel, favorites, fiction-fantasy, favorite, on-hold, bookshelf, to-read, adult, library, my-library, default, owned, 20th-century, ebook, great-american-read, must-read, adult-fiction, currently-reading, fiction, english-literature, fantasia, fantasía, young-adult, science-fiction-fantasy, series, favourite-books, lord-of-the-rings, ya, read-more-than-once, jrr-tolkien, magic, speculative-fiction, classics, favourites, personal-library, adventure, sci-fi, favourite, have, epic, british, science-fiction, reread, sci-fi-and-fantasy, my-favorites, 1001-books, audiobook, fantasy-science-fiction, home-library, to-reread, epic-fantasy, shelfari-favorites, j-r-r-tolkien, scifi-fantasy, tbr, books, books-i-own, on-my-shelf, my-books, owned-books, my-bookshelf, fantasy-fiction, dnf, tolkien, to-re-read, ebooks, re-read, high-fantasy, to-buy, 100-books-to-read-before-you-die, abandoned, did-not-finish, kindle, english, 1001, finished, middle-earth, all-time-favourites, fantasy, 5-stars, classic, i-own, mythology, sci-fi-fantasy, own-it, literature"
Cooking with Fernet Branca Gerald Samper 1,James Hamilton-Paterson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,288,3.61,243,Gerald Samper an effete English snob has his own private hilltop in Tuscany where he whiles away his time working as a ghostwriter for celebrities and inventing wholly original culinary concoctions — including ice cream made with garlic and the bitter herbbased liqueur of the books title Geralds idyll is shattered by the arrival of Marta on the run from a crimeriddled former soviet republic A series of hilarious misunderstandings brings this odd couple into ever closer and more disastrous proximityJames HamiltonPatersons first novel Gerontius won the Whitbread Award He is an acclaimed author of nonfiction books including SevenTenths Three Miles Down and Playing with Water He currently lives in Italy,351,544,417,166,71,1549,"europa-editions, library, funny, culinary, ebooks, food, booker-longlist, booker-books, default, owned, own-a-copy, generalfiction, europa, fun, read-2009, to-buy, to-read-fiction, adult-fiction, maybe, british, reviewed, humour, currently-reading, booker-prize, fiction, abandoned, bookclub, literary, did-not-finish, general-fiction, cooking, food-and-drink, contemporary-fiction, brit-lit, foodie-books, italian, italia, novels, europe, read-in-2013, 21st-century, france, kindle, didn-t-finish, modern-fiction, travel, recommend, glbt, food-drink, series, humor, novel, man-booker-prize, comedy, books-i-own, italy, favorites, food-and-cooking, england, owned-books, borrowed, wish-list, foodie-lit, food-to-read, satire, humorous, literature, on-hold, man-booker, book-club, nedopricljivi, to-read"
Agile Web Development with Rails A Pragmatic Guide,Dave Thomas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,558,3.84,111,Rails is a fullstack open source web framework that enables you to create fullfeatured sophisticated webbased applications but with a twist A full Rails application probably has less total code than the XML youd need to configure the same application in other frameworks With this book youll learn how to use ActiveRecord to connect business objects and database tables No more painful objectrelational mapping Just create your business objects and let Rails do the rest Youll learn how to use the Action Pack framework to route incoming requests and render pages using easytowrite templates and components See how to exploit the Rails service frameworks to send emails implement web services and create dynamic usercentric webpages using builtin Javascript and Ajax support There are extensive chapters on testing deployment and scaling Youll see how easy it is to install Rails using your web server of choice such as Apache or lighttpd or using its own included web server Youll be writing applications that work with your favorite database MySQL Oracle Postgres and more in no time at all Youll create a complete online store application in the extended tutorial section so youll see how a full Rails application is developediteratively and rapidly Rails strives to honor the Pragmatic Programmers DRY Principle by avoiding the extra work of configuration files and code annotations You can develop in realtime make a change and watch it work immediately Forget XML Everything in Rails from templates to control flow to business logic is written in Ruby the language of choice for programmers who like to get the job done well and leave work ontime for a change Rails is the framework of choice for the new generation of Web 20 developers Agile Web Development with Rails is the book for that generation written by Dave Thomas Pragmatic Programmer and author of Programming Ruby and David Heinemeier Hansson who created Rails,593,830,506,125,56,2110,"computer, previously-owned, unfinished, agile, pragprog, on, work, pragmatic, tech-rails, non-fiction, archive, mybooks, ruby-and-rails, professional, rails, lean-agile, stopped-reading, programming-languages, on-hold, bookshelf, computers, to-read, library, default, owned, ebook, webdev, gave-up-on, techie, currently-reading, developer, programing, computer-books, software-engineering, stalled, computer-programming, computer-science, business, programming-books, web-dev, coding, cs, physical, cs-programming, london-office, paperback, it, have, ruby-on-rails, calibre, technology, comp-sci, technical, physical-copy, development, prog, my-books, webdevelopment, science-and-tech, ruby-rails, ruby, ebooks, interested, on-shelf, web, abandoned, technical-books, dev, tech-books, kindle, tech, nonfiction, web-development, computing, software, programming, informatica, reference, software-development"
Ruby Quickly Ruby and Rails for the Real World,Mark   Watson,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403199487l/46._SX98_.jpg,360,3.4,0,Enterprise software development is laborintensive And it is made more costly than necessasry by some of the most popular technologies which can be needlessly complex The combination of Ruby and Ruby on Rails provides a simple stable platform for costeffective software developmentThe book quickly reviews Rails development and then move to essential enterprise subjects like Web Services and their relationships with SOA data persistence messaging interoperability with other platforms handling documents and search spellchecking and report generation It also covers new Web 20 technologies like Ajax and the readwrite Web It is rich in examples and covers numerous interesting topics readers will be surprised to see such as advanced search with Ferret how to access delicious and Flickr from Ruby or how to use Yahoos general search from Ruby The book closes with a look at the Semantic Web and why it makes sense to adopt semantic Web technologies,2,0,2,0,1,5,to-read
The Bucaneers,Edith Wharton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.89,422,Whartons final novel completed by Marion Mainwaring after the authors death in 1937 revolves around American and British society in the 1870s Told in large part through the eyes of American debutantes the story portrays innocent wideeyed almost ethereal girls who turn into socially conscious women with financial worriesunrecognizable even to themselves The beginning sections quickly catch the listeners attention with lush descriptions of rooms clothes and the heights of feminine beauty We enter a world of intrigue secrets characters with past relationships that could prove fatal and competition taken to its limits Its literary value notwithstanding this book might appeal to soap opera and romance fans For more attentive listeners it quickly becomes disconcerting as more and more characters with awkward Britishsounding names are added Its increasingly difficult to recall whos who without backing up the tape Most libraries can pass on this one Rochelle Ratner formerly Poetry Editor Soho Weekly News New York,1559,2354,1467,261,64,5705,"in-english, favorite-books, all-time-favorites, faves, classic-literature, novels, 19th-century, modern-classics, read-fiction, classics-to-read, female-author, novel, favorites, borrowed, classics-read, bookshelf, to-read, adult, library, my-library, romance, default, owned, 20th-century, kitty-pong-s-reading-list, women-authors, social-commentary, to-read-fiction, american-classics, classic-fiction, 1990s, adult-fiction, gilded-age, currently-reading, fiction, victorian, women, read-in-2013, partially-read, american, didn-t-finish, england, historical-romance, wish-list, classics, classic-lit, fiction-general, author-female, library-books, historical-fiction, british, american-literature, women-writers, general-fiction, home-library, own-to-read, 20th-century-fiction, china-rich-girlfriend-reading-list, tbr, audio, favorite-authors, to-read-own, american-lit, audible, books-i-own, books, china-rich-girlfriend, my-books, owned-books, literary-fiction, the-classics, 1800s, dnf, re-read, marriage, to-read-classics, to-buy, abandoned, usa, history, literary, edith-wharton, brit-lit, kindle, english, 1930s, own-kindle, wharton-edith, historical, downton-abbey, wharton, historicalfiction, classic, i-own, drama, new-york, america, own-it, literature, book-club"
Hatchet Brians Saga 1,Gary Paulsen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,208,3.74,14648,Brian is on his way to Canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack Brian is forced to crashland the plane in a lakeand finds himself stranded in the remote Canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure Brian had been distraught over his parents impending divorce and the secret he carries about his mother but now he is truly desolate and alone Exhausted terrified and hungry Brian struggles to find food and make a shelter for himself He has no special knowledge of the woods and he must find a new kind of awareness and patience as he meets each days challenges Is the water safe to drink Are the berries he finds poisonous Slowly Brian learns to turn adversity to his advantagean invading porcupine unexpectedly shows him how to make fire a devastating tornado shows him how to retrieve supplies from the submerged airplane Most of all Brian leaves behind the selfpity he has felt about his predicament as he summons the courage to stay alive A story of survival and of transformation this riveting book has sparked many a readers interest in venturing into the wild,96835,102468,77363,28541,15665,320872,"action, favorite-books, all-time-favorites, childhood-reads, read-alouds, childhood-favorites, elementary, childhood, nature, the-great-american-read, audiobooks, middle-grade, childrens, novels, canada, children-s-books, ya-lit, teen, novel, favorites, contemporary, children-s-fiction, to-read, library, gary-paulsen, my-library, default, owned, great-american-read, 6th-grade, wilderness, realistic-fiction, school-reads, action-adventure, currently-reading, elementary-school, fiction, ya-books, children-s-literature, childrens-lit, contemporary-fiction, young-adult-fiction, young-adult, classroom-library, ya-fiction, newbery, children-s-lit, series, for-school, ya, classics, childhood-books, adventure, my-childhood, read-in-school, juvenile, reread, hatchet, audiobook, general-fiction, childrens-fiction, newbery-honor, home-library, school, children-s, pbs-great-american-read, read-for-school, audio, kid-lit, juvenile-fiction, school-books, books, books-i-own, read-aloud, my-books, owned-books, middle-grades, re-read, youth, childrens-literature, childrens-books, survival, kid-books, chapter-books, read-as-a-kid, school-reading, coming-of-age, children, contemporary-realistic-fiction, newberry, award-winners, kids-books, kids, classic, realistic, i-own, middle-school, drama, 5th-grade, book-club"
Hatchet A Guide for Using Hatchet in the Classroom,Donna Ickes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,48,3.95,2,This resource is directly related to its literature equivalent and filled with a variety of crosscurricular lessons to do before during and after reading the book This reproducible book presents an exciting approach to teaching wellknown literature It includes sample plans author information vocabulary building ideas crosscurriculum activities sectional activities and quizzes unit tests and many ideas for culminating and extending the novel,18,8,5,3,3,37,to-read
Guts The True Stories behind Hatchet and the Brian Books,Gary Paulsen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,144,3.89,386,Guess what Gary Paulsen was being kind to Brian In Guts Gary tells the real stories behind the Brian books the stories of the adventures that inspired him to write Brian Robesons story working as an emergency volunteer the death that inspired the pilots death in Hatchet plane crashes he has seen and nearmisses of his own He describes how he made his own bows and arrows and takes readers on his first hunting trips showing the wonder and solace of nature along with his hilarious mishaps and mistakes He shares special memories such as the night he attracted every mosquito in the county or how he met the moose with a sense of humor and the moose who made it personal Theres a handy chapter on Eating Eyeballs and Guts or Starving The Fine Art of Wilderness Nutrition Recipes included Readers may wonder how Gary Paulsen survived to write all of his books well it took guts,815,877,631,143,58,2524,"short, action, grade-8, autobiography, b-pod, outdoors-survival, childhood, classroom, nature, for-the-classroom, auto-biography, middle-grade, childrens, 3rd-quarter, non-fiction, sharkman, middle, memoir-biography, memoir, library-wishlist, teen, true, short-stories, favorites, to-read, gary-paulsen, library, grades-7-and-up, default, owned, wilderness, alaska, action-adventure, childhood-reading, currently-reading, fiction, ya-books, sort-of-non-fiction, classroom-library, young-adult, paulsen, biography, didn-t-finish, children-s-lit, series, juv-nonfiction, nonfic, juvenile-non-fiction, outdoors, ya, grade-7, ya-nonfiction, grades-5-8, adventure, writing, audio-books, historical-fiction, juvenile, survival-wilderness, hatchet, books-i-ve-reviewed, done, school, children-s, hunting, in-my-library, audio, biography-memoir, biographies, school-books, memoirs, books-i-own, read-in-2012, books, boys, guts, animals, ya-non-fiction, bio-auto, moderate, 2012-forty-book-challenge, adventure-and-survival, grade-9, youth, childrens-literature, survival, ela, own-p, children, history, biography-autobiography, read-in-2016, grades-11-12, school-library, nonfiction, kids, middle-school, own-it, biography-autobiography-memoir, grade-10"
Molly Hatchet 5 of the Best,Molly Hatchet,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,56,4.33,0,Play It Like It Is Molly Hatchet is one of the classic Southern Rock bands along with Lynyrd Skynyrd They feature a threeguitar attack that has helped define rockin boogie music This songbook features five killer tunes transcribed in notes and tab exactly as recorded Beatin the Odds Bounty Hunter Flirtin with Disaster Gator Country Whiskey Man,5,0,0,0,1,6,to-read
The Woodsman and His Hatchet Eighty Years on Back Country Survival,Bud Cheff Sr.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413272398l/56._SX98_.jpg,150,3.6,0,Subtitled Eighty Years on Back Country Survival in The Woodsman and His Hatchet longtime woodsmanoutfitterauthor Bud Cheff draws on a lifetime of experience as a woodsman and outfitterguide in the Bob Marshall Wilderness to give good common sense advice on how to survive almost any situation one might encounter in back country travel This is a downtoearth beentheredonethat solid book on basic survival techniques offered by an expert woodsman with an emphasis not only on how to prepare for a back country trip but how to use materials youll find to survive Chapters in The Woodsman and His Hatchet include his expert commentary on such subjects as Back Country Survival The Significance of The Hatchet Sharpening Your Axe and Knife Fire Building Being Lost in The Woods Building a Shelter Dangers of Mountain Climbing Crossing a Stream or Small River Finding Food in an Emergency Things A Hunter Should Know Shooting Game and How Meat Is Packed,4,0,4,2,0,10,to-read
A Changeling for All Seasons Changeling Seasons 1,Angela Knight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413280818l/57._SX98_.jpg,304,3.76,4,A Changeling for All Seasons Ten unforgettable Erotic Tales to warm your nights and keep you in holiday spirits all year longAngela Knight A Vampire ChristmasSahara Kelly A Christmas PageantJudy Mays Jingle BallsMarteeka Karland Sealed with a KissKate Douglas My ValentineShelby Morgen ChangelingWilla Okati Elven EnchantmentKate Hill Jolenes PookaLacey Savage Chemistry to BurnShelby Morgen Troll under the BridgeFilled with the unexpected A Changeling for All Seasons offers something to savor for every palate From humorous to magical from Christmas to St Patricks Day to the 4th of July these stories are alight with unbridled lust sensuous passion and hot hot sex guaranteed to entangle your senses and leave you breathless,56,49,41,13,10,169,"shifters, fantasy, romance, kate-douglas, romance-paranormal, fiction, anthology, audio-wanted, erotic-romance, anthologies, paranormal, erotica, angela-knight, paranormal-romance, pnr, to-read"
